Unique Reference Number,Local Authority Code,Local Authority Name,Establishment Number,Establishment Name,Type Of Establishment,Establishment Status,Reason Establishment Opened,Open Date,Reason Establishment Closed,Close Date,Phase Of Education,Statutory Low Age,Statutory High Age,Boarders,Official Sixth Form,Gender,Religious Character,Diocese,Admissions Policy,School Capacity,Special Classes,Census Date,Number Of Pupils,Number Of Boys,Number Of Girls,Percentage Claiming Free School Meals,Trust School,Trust Name,School Sponsored,School Sponsor,Federation,Federation Name,Unique Property Reference Number,Further Higher Education Identifier,Further Education Type,Ofsted Last Inspected,Ofsted Special Measures,Last Changed Date,Street,Locality,Address 3,Town,County,Postcode,Website,Telephone Number,Head Title,Head First Name,Head Last Name,Head Honours,Head Preferred Job Title,Teen Mothers,Teen Mothers Places,Child Care Facilities,Special Education Needs Pupil Referral Unit,Emotional Behavioural Difficulties,Full Time Provision,Education By Other,Section 41 Approved,Special Education Needs 1,Special Education Needs 2,Region,Administrative Ward,Parliamentary Constituency,Urban Rural,GSSLA Code,Easting,Northing,Middle Super Output Area,Lower Super Output Area,Boarding Establishment,Previous Local Authority Code,Previous Local Authority Name,Previous Establishment Number,Longitude,Latitude,Spatial Accuracy,Last Uploaded,Location,Socrata ID
137745,309,Haringey,4034,Woodside High School,Academy Converter,Open,Academy Converter,01/12/2011,,,Secondary,11,16,No Boarders,Does not have a sixth form,Mixed,Does not apply,Not applicable,Comprehensive,1215,No Special Classes,16/01/2014,799,430,370,36.8%,Linked to a trust/single academy trust,Woodside High School,Linked to a sponsor,Woodside High School,Not applicable,,10035816,,Not applicable,15/01/2014,Not in special measures,24/06/2014,White Hart Lane,Wood Green,,London,,N22 5QJ,http://www.woodsidehighschool.co.uk,2088896761,Dame,Joan,McVittie,,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,,,London,Woodside,Hornsey and Wood Green,Urban > 10k - less sparse,E09000014,531614,191115,Haringey 008,Haringey 008D,,999,,,-0.100969,51.603513,Unknown,24/09/2015,"(51.603513, -0.100969)",589
137784,302,Barnet,6015,Unity Girls High School,Other Independent School,Open,New Provision,07/12/2011,,,Not applicable,11,16,No Boarders,Does not have a sixth form,Girls,None,Not applicable,Not collected,40,Not applicable,16/01/2014,28,0,30,0%,Not applicable,,Not applicable,,Not applicable,,10040341,,,,Not applicable,13/02/2015,133 West Hendon Broadway,,Barnet,London,,NW9 7DY,http://www.daralhuda.co.uk,2032104099,Mrs,N,Bashir,,,Not applicable,,,Not applicable,Not applicable,,,Not approved,,,London,West Hendon,Hendon,Urban > 10k - less sparse,E09000003,522147,187851,Barnet 036,Barnet 036B,Does not have boarders,307,Ealing,6003,-0.23873,51.57631,Unknown,24/09/2015,"(51.57631, -0.23873)",590
137889,202,Camden,6001,The Abbey College In London,Other Independent School,Open,New Provision,08/02/2012,,,Not applicable,14,18,No Boarders,Has a sixth form,Mixed,None,Not applicable,Not collected,60,Not applicable,16/01/2014,79,45,30,,Not applicable,,Not applicable,,Not applicable,,10000195,,,,Not applicable,21/05/2015,23 Bloomsbury Square,,,London,,WC1A 2PJ,,2076364977,Mr,Michael,Addison,,Principal,Not applicable,,,Not applicable,Not applicable,,,Not approved,,,London,Bloomsbury,Holborn and St. Pancras,Urban > 10k - less sparse,E09000007,530303,181747,Camden 028,Camden 028A,Does not have boarders,999,,,-0.123357,51.519631,Unknown,24/09/2015,"(51.519631, -0.123357)",591
137890,302,Barnet,6003,Limespring School,Other Independent Special School,Open,New Provision,02/02/2012,,,Not applicable,7,11,No Boarders,Not applicable,Mixed,None,Not applicable,Not collected,32,Not applicable,16/01/2014,16,10,5,0%,Not applicable,,Not applicable,,Not applicable,,,,,,Not applicable,10/03/2015,Park House,16 High Road,East Finchley,London,,N2 9PJ,,2084441387,Mrs,Denise,Drinkwater,,,Not applicable,,,Not applicable,Not applicable,,,Not approved,,,London,East Finchley,Finchley and Golders Green,Urban > 10k - less sparse,E09000003,527311,189206,Barnet 029,Barnet 029E,Does not have boarders,999,,,-0.163759,51.587345,Unknown,24/09/2015,"(51.587345, -0.163759)",592
137994,304,Brent,5404,Convent of Jesus and Mary Language College,Academy Converter,Open,Academy Converter,01/04/2012,,,Secondary,11,18,No Boarders,Has a sixth form,Girls,Roman Catholic,Archdiocese of Westminster,Comprehensive,1044,No Special Classes,16/01/2014,1006,0,1005,20%,Linked to a multi-academy trust,"Diocese of Westminster Academy Trust, The",-,,Not applicable,,10036970,,Not applicable,18/04/2013,Not in special measures,24/06/2014,Crownhill Road,,,London,,NW10 4EP,http://www.cjmlc.co.uk,2089652986,Mrs,Geraldine,Freear,Bsc Med Npqh,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,,,London,Kensal Green,Brent Central,Urban > 10k - less sparse,E09000005,521701,183616,Brent 031,Brent 031E,,999,,,-0.246628,51.538345,Unknown,24/09/2015,"(51.538345, -0.246628)",593
138051,302,Barnet,4752,The Henrietta Barnett School,Academy Converter,Open,Academy Converter,01/04/2012,,,Secondary,11,18,No Boarders,Has a sixth form,Girls,None,Not applicable,Selective,779,No Special Classes,16/01/2014,716,0,715,2.3%,Linked to a trust/single academy trust,"Henrietta Barnett School, The",-,,Not applicable,,10037023,,Not applicable,,Not in special measures,21/11/2014,Central Square,Hampstead Garden Suburb,,London,,NW11 7BN,,2084588999,Mrs,Del,Cooke,,Head,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,,,London,Garden Suburb,Finchley and Golders Green,Urban > 10k - less sparse,E09000003,525566,188467,Barnet 035,Barnet 035B,,999,,,-0.189198,51.581095,Unknown,24/09/2015,"(51.581095, -0.189198)",594
138272,302,Barnet,2004,Rimon Jewish Primary School,Free Schools,Open,New Provision,28/08/2012,,,Primary,5,11,,Does not have a sixth form,Mixed,Jewish,Not applicable,Not applicable,196,Not applicable,16/01/2014,47,20,25,0%,Linked to a trust/single academy trust,Rimon Jewish Primary School,-,,Not applicable,,10038574,,,11/03/2014,Not in special measures,15/12/2014,41a Dunstan Road,,Golders Green,London,,NW11 8AE,http://www.rimonschool.org.uk,2082091805,Dr,Zoe,Dunn,,Headteacher,Not applicable,,,Not applicable,Not applicable,,,Not applicable,,,London,Childs Hill,Finchley and Golders Green,Urban > 10k - less sparse,E09000003,524705,187020,Barnet 038,Barnet 038A,,999,,,-0.202131,51.568282,Unknown,24/09/2015,"(51.568282, -0.202131)",595
138275,213,Westminster,2001,The Minerva Academy,Free Schools,Open,New Provision,31/08/2012,,,Primary,4,11,,Does not have a sixth form,Mixed,None,Not applicable,Not applicable,392,Not applicable,16/01/2014,87,55,35,51.7%,Linked to a multi-academy trust,REACH2ThamesValley Academy Trust,Linked to a sponsor,REAch2,Not applicable,,10038721,,,21/01/2014,Not in special measures,22/10/2014,157 Edgware Road,,,London,,W2 2HR,,2077236406,Ms,Helen,O'donoghue,,,Not applicable,,,Not applicable,Not applicable,,,Not applicable,,,London,Hyde Park,Cities of London and Westminster,Urban > 10k - less sparse,E09000033,527282,181421,Westminster 015,Westminster 015C,,999,,,-0.166992,51.51739,Unknown,24/09/2015,"(51.51739, -0.166992)",596
138312,213,Westminster,4687,Westminster City School,Academy Converter,Open,Academy Converter,01/07/2012,,,Secondary,11,18,No Boarders,Has a sixth form,Boys,Christian,Not applicable,Comprehensive,748,No Special Classes,16/01/2014,756,720,35,27.5%,Linked to a trust/single academy trust,Westminster City School,-,,Not applicable,,10037623,,Not applicable,17/01/2013,Not in special measures,16/02/2015,55 Palace Street,,,London,,SW1E 5HJ,,2079636300,Mr,James,Wilson,,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,,,London,St James's,Cities of London and Westminster,Urban > 10k - less sparse,E09000033,529272,179311,Westminster 020,Westminster 020A,,999,,,-0.139101,51.497976,Unknown,24/09/2015,"(51.497976, -0.139101)",597
138313,213,Westminster,4628,The Grey Coat Hospital,Academy Converter,Open,Academy Converter,01/07/2012,,,Secondary,11,18,No Boarders,Has a sixth form,Girls,Church of England,Diocese of London,Comprehensive,1082,No Special Classes,16/01/2014,1013,30,985,13.6%,Linked to a trust/single academy trust,"Grey Coat Hospital, The",-,,Not applicable,,10037625,,Not applicable,,Not in special measures,16/02/2015,Greycoat Place,,,London,,SW1P 2DY,http://www.thegreycoathospital.org.uk/,2079691998,Ms,Sian,Maddrell,,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,,,London,St James's,Cities of London and Westminster,Urban > 10k - less sparse,E09000033,529594,179104,Westminster 020,Westminster 020A,,999,,,-0.134541,51.496043,Unknown,24/09/2015,"(51.496043, -0.134541)",598
138446,309,Haringey,2016,Harris Primary Academy Coleraine Park,Academy Sponsor Led,Open,New Provision,01/09/2012,,,Primary,4,11,,Not applicable,Mixed,None,Not applicable,Not applicable,420,Not applicable,16/01/2014,386,195,195,32.1%,Linked to a multi-academy trust,Harris Federation,Linked to a sponsor,Harris Federation,Not applicable,,10038409,,,08/07/2014,Not in special measures,14/01/2015,Glendish Road,Tottenham,,London,,N17 9XT,http://www.harrisprimarycolerainepark.org.uk,2088082045,,Joanne,Taylor,,Executive Principal,Not applicable,,,Not applicable,Not applicable,,,Not applicable,,,London,Tottenham Hale,Tottenham,Urban > 10k - less sparse,E09000014,534536,190592,Haringey 015,Haringey 015A,,999,,,-0.059003,51.598123,Unknown,24/09/2015,"(51.598123, -0.059003)",599
138447,309,Haringey,2021,Harris Primary Academy Philip Lane,Academy Sponsor Led,Open,New Provision,01/09/2012,,,Primary,3,11,,Not applicable,Mixed,None,Not applicable,Not applicable,446,Not applicable,16/01/2014,443,230,210,34.9%,Linked to a multi-academy trust,Harris Federation,Linked to a sponsor,Harris Federation,Not applicable,,10038410,,,10/06/2014,Not in special measures,22/04/2015,Philip Lane,Tottenham,,London,,N15 4AB,http://www.harrisprimaryphiliplane.org.uk,2088083231,Ms,Emma,Penzer,Bed (Hons),Principal,Not applicable,,,Not applicable,Not applicable,,,Not applicable,,,London,West Green,Tottenham,Urban > 10k - less sparse,E09000014,532605,189353,Haringey 013,Haringey 013B,,999,,,-0.087334,51.587447,Unknown,24/09/2015,"(51.587447, -0.087334)",600
138457,304,Brent,4006,Wembley High Technology College,Academy Converter,Open,Academy Converter,01/08/2012,,,All Through,4,19,No Boarders,Has a sixth form,Mixed,None,Not applicable,Comprehensive,2203,No Special Classes,16/01/2014,1325,685,640,18.1%,Linked to a trust/single academy trust,Wembley High Technology College,Linked to a sponsor,Wembley High Technology College,Not applicable,,10037857,,Not applicable,,Not in special measures,16/02/2015,East Lane,,,Wembley,Middlesex,HA0 3NT,http://www.whtc.co.uk,2083854800,Ms,Gill,Bal,,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,,,London,Northwick Park,Brent North,Urban > 10k - less sparse,E09000005,517203,186265,Brent 013,Brent 013A,,999,,,-0.310571,51.563104,Unknown,24/09/2015,"(51.563104, -0.310571)",601
138588,309,Haringey,2028,Noel Park Primary School,Academy Sponsor Led,Open,New Provision,01/09/2012,,,Primary,3,11,No Boarders,Not applicable,Mixed,None,Not applicable,Not applicable,420,Not applicable,16/01/2014,557,305,255,33.1%,Linked to a multi-academy trust,Academies Enterprise Trust,Linked to a sponsor,Academies Enterprise Trust (AET),Not applicable,,10038484,,,26/06/2014,Not in special measures,16/02/2015,Gladstone Avenue,Wood Green,,London,,N22 6LH,http://www.noelparkprimaryschool.org,2088888967,Ms,Ann,Palmer,,Head of School,Not applicable,,,Not applicable,Not applicable,,,Not applicable,,,London,Noel Park,Hornsey and Wood Green,Urban > 10k - less sparse,E09000014,531474,190204,Haringey 010,Haringey 010C,,999,,,-0.103331,51.595359,Unknown,24/09/2015,"(51.595359, -0.103331)",602
138589,309,Haringey,2030,Trinity Primary Academy,Academy Sponsor Led,Open,New Provision,01/09/2012,,,Primary,3,11,,Not applicable,Mixed,None,Not applicable,Not applicable,420,Not applicable,16/01/2014,445,235,210,30%,Linked to a multi-academy trust,Academies Enterprise Trust,Linked to a sponsor,Academies Enterprise Trust (AET),Not applicable,,10038485,,,04/06/2014,Not in special measures,24/10/2014,Bounds Green Road,Wood Green,,London,,N22 8ES,http://www.trinityprimaryacademy.org,2088883736,Mr,David,Atter,,,Not applicable,,,Not applicable,Not applicable,,,Not applicable,,,London,Woodside,Hornsey and Wood Green,Urban > 10k - less sparse,E09000014,530587,190903,Haringey 007,Haringey 007A,,999,,,-0.115869,51.601846,Unknown,24/09/2015,"(51.601846, -0.115869)",603
138608,304,Brent,2076,Sudbury Primary School,Academy Converter,Open,Academy Converter,01/09/2012,,,Primary,3,11,Children's Home (Boarding School),Does not have a sixth form,Mixed,None,Not applicable,Not applicable,930,Not applicable,16/01/2014,930,475,455,14.4%,Linked to a trust/single academy trust,Sudbury Primary School,-,,Not applicable,,10038640,,Not applicable,,Not in special measures,16/02/2015,Watford Road,,,Wembley,,HA0 3EY,http://www.sudburyprimary.co.uk/,2089045071,Ms,U,Pandya,,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,,,London,Sudbury,Brent North,Urban > 10k - less sparse,E09000005,516584,185882,Brent 013,Brent 013D,,999,,,-0.319623,51.55979,Unknown,24/09/2015,"(51.55979, -0.319623)",604
138609,304,Brent,5403,Queens Park Community School,Academy Converter,Open,Academy Converter,01/09/2012,,,Secondary,11,19,No Boarders,Has a sixth form,Mixed,None,Not applicable,Comprehensive,1206,No Special Classes,16/01/2014,1226,660,565,21.9%,Linked to a trust/single academy trust,Queens Park Community School Academy Trust,-,,Not applicable,,10038593,,Not applicable,,Not in special measures,16/02/2015,Aylestone Avenue,,,London,,NW6 7BQ,http://www.qpcs.brent.sch.uk,2084381700,Mr,Mike,Hulme,M.Ed,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,,,London,Brondesbury Park,Hampstead and Kilburn,Urban > 10k - less sparse,E09000005,523635,183910,Brent 030,Brent 030A,,999,,,-0.218653,51.540568,Unknown,24/09/2015,"(51.540568, -0.218653)",605
138610,304,Brent,5405,Alperton Community School,Academy Converter,Open,Academy Converter,01/09/2012,,,Secondary,11,18,No Boarders,Has a sixth form,Mixed,None,Not applicable,Comprehensive,1476,No Special Classes,16/01/2014,1433,750,680,16.3%,Linked to a trust/single academy trust,Alperton Community School,-,,Not applicable,,10038632,,Not applicable,07/05/2014,Not in special measures,25/06/2014,Stanley Avenue,,,Wembley,Middlesex,HA0 4JE,http://www.alperton.brent.sch.uk,2089022038,Mr,Gerard,McKenna,,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,,,London,Alperton,Brent North,Urban > 10k - less sparse,E09000005,518492,184101,Brent 029,Brent 029B,,999,,,-0.292712,51.543386,Unknown,24/09/2015,"(51.543386, -0.292712)",606
138649,302,Barnet,2030,Grasvenor Avenue Infant School,Academy Converter,Open,Academy Converter,01/09/2012,,,Primary,5,7,No Boarders,Does not have a sixth form,Mixed,Does not apply,Not applicable,Not applicable,90,No Special Classes,16/01/2014,112,65,50,17%,Linked to a multi-academy trust,Grasvenor Avenue Infant School,-,,Not applicable,,10038607,,Not applicable,24/09/2014,Not in special measures,02/10/2014,Grasvenor Avenue,,,Barnet,Hertfordshire,EN5 2BY,,2084496053,Mr,Jack,Newton,,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,,,London,Underhill,Chipping Barnet,Urban > 10k - less sparse,E09000003,525422,195265,Barnet 004,Barnet 004C,,999,,,-0.188845,51.642219,Unknown,24/09/2015,"(51.642219, -0.188845)",607
138683,213,Westminster,2418,Millbank Academy,Academy Converter,Open,Academy Converter,01/09/2012,,,Primary,3,11,No Boarders,Does not have a sixth form,Mixed,Does not apply,Not applicable,Not applicable,420,Has Special Classes,16/01/2014,444,215,230,36%,Linked to a multi-academy trust,Future Academies,Linked to a sponsor,Future Academies,Not applicable,,10038705,,Not applicable,22/05/2013,Not in special measures,16/02/2015,Erasmus Street,,,London,,SW1P 4HR,http://www.millbank.westminster.sch.uk,2076415945,Ms,A,Russen,,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,ASD - Autistic Spectrum Disorder,,London,Vincent Square,Cities of London and Westminster,Urban > 10k - less sparse,E09000033,529889,178598,Westminster 021,Westminster 021C,,999,,,-0.13048,51.491428,Unknown,24/09/2015,"(51.491428, -0.13048)",608
138685,302,Barnet,4210,Copthall School,Academy Converter,Open,Academy Converter,01/09/2012,,,Secondary,11,18,No Boarders,Has a sixth form,Girls,Does not apply,Not applicable,Comprehensive,1200,No Special Classes,16/01/2014,1146,0,1145,16.3%,Linked to a trust/single academy trust,Copthall School,-,,Not applicable,,10038657,,Not applicable,,Not in special measures,25/06/2014,Pursley Road,Mill Hill,,London,,NW7 2EP,http://copthall.barnet.lgfl.net,2089591937,Ms,Jane,Beaumont,,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,,,London,Mill Hill,Hendon,Urban > 10k - less sparse,E09000003,522483,191460,Barnet 016,Barnet 016A,,999,,,-0.232626,51.608671,Unknown,24/09/2015,"(51.608671, -0.232626)",609
138777,202,Camden,6002,La Petite Ecole Bilingue,Other Independent School,Open,New Provision,10/09/2012,,,Not applicable,3,11,No Boarders,Does not have a sixth form,Mixed,None,Not applicable,Not collected,165,Not applicable,16/01/2014,54,35,20,,Not applicable,,Not applicable,,Not applicable,,,,,,Not applicable,16/01/2015,22 Vicar's Road,,,London,,NW5 4NL,,2072842620,Mrs,C,Beyazian,,,Not applicable,,,Not applicable,Not applicable,,,Not approved,,,London,Gospel Oak,Holborn and St. Pancras,Urban > 10k - less sparse,E09000007,528155,185326,Camden 007,Camden 007A,Does not have boarders,999,,,-0.152997,51.552286,Unknown,24/09/2015,"(51.552286, -0.152997)",610
139169,309,Haringey,3304,St Ann's CofE Primary School,Academy Converter,Open,Academy Converter,01/01/2013,,,Primary,3,11,No Boarders,Does not have a sixth form,Mixed,Church of England,Diocese of London,Not applicable,210,No Special Classes,16/01/2014,237,110,130,32%,Linked to a multi-academy trust,LDBS Academies Trust,Linked to a sponsor,Diocese of London,Not applicable,,10039979,,Not applicable,,Not in special measures,03/10/2014,Avenue Road,,,London,,N15 5JG,http://www.stannsn15.ldbsact.org,2088002781,Mr,Simon,Knowles,B'ed (Hons),Executive Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,,,London,St Ann's,Tottenham,Urban > 10k - less sparse,E09000014,532749,188730,Haringey 026,Haringey 026B,,999,,,-0.085492,51.581814,Unknown,24/09/2015,"(51.581814, -0.085492)",611
139175,309,Haringey,3307,St Michael's CofE Primary School,Academy Converter,Open,Academy Converter,01/01/2013,,,Primary,4,11,No Boarders,Does not have a sixth form,Mixed,Church of England,Diocese of London,Not applicable,210,No Special Classes,16/01/2014,200,105,95,28%,Linked to a multi-academy trust,LDBS Academies Trust,Linked to a sponsor,Diocese of London,Not applicable,,10039975,,Not applicable,,Not in special measures,03/10/2014,Bounds Green Road,Wood Green,,London,,N22 8HE,http://www.stmichaelsn22.ldbsact.org,2088887125,Mr,Simon,Knowles,BE'd (Hons),Executive Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,,,London,Woodside,Hornsey and Wood Green,Urban > 10k - less sparse,E09000014,530749,190633,Haringey 007,Haringey 007A,,999,,,-0.113632,51.599382,Unknown,24/09/2015,"(51.599382, -0.113632)",612
